requirements_id,experience_years,education_level,skills_required
req18655,3-5 yrs,MSc,"Hadoop, Leadership, SQL, Python, Excel"
req18656,None,MSc,"Leadership, Tableau, Hadoop, Communication"
req18657,at least 2,B.Sc.,"Python, Hadoop"
req18658,2+,BS,"Python, Leadership, Scala, Tableau"
req18659,3-5 yrs,BS,"Python, Excel, Scala, Communication, PowerBI"
req18660,3-5 yrs,BS,"Communication, Leadership"
req18661,1 year,None,"SQL, Leadership, Spark"
req18662,1 year,BS,"Leadership, Hadoop"
req18663,1 year,PhD,"Python, Leadership, Spark, PowerBI, SQL"
req18664,2+,PhD,"Python, Tableau, SQL"
req18665,None,Bachelor's,"Tableau, R, Scala, Python, PowerBI"
req18666,at least 2,MSc,"Tableau, R, SQL, Excel"
req18667,2+,B.Sc.,"PowerBI, SQL"
req18668,1 year,B.Sc.,"Scala, PowerBI, Tableau, SQL"
req18669,2+,MSc,"Hadoop, Communication, Leadership, Python"
req18670,1 year,MSc,"R, Communication, Scala, Python, SQL"
req18671,1 year,PhD,"Excel, R, Scala, Leadership, Spark"
req18672,3-5 yrs,None,"Scala, PowerBI, Python, R, Spark"
req18673,1 year,BS,"Leadership, Hadoop, Excel, PowerBI"
req18674,None,None,"Communication, Tableau, Scala, SQL, PowerBI"
req18675,at least 2,BS,"Leadership, Excel, Python, Hadoop"
req18676,None,Bachelor's,"Excel, SQL, Communication"
req18677,1 year,BS,"Tableau, R"
req18678,3-5 yrs,MSc,"SQL, R, PowerBI, Excel"
req18679,at least 2,B.Sc.,"SQL, PowerBI, Python, Tableau"
req18680,None,BS,"SQL, Python, Leadership"
req18681,1 year,MSc,"Scala, Spark, Tableau, SQL"
req18682,1 year,Bachelor's,"Hadoop, Excel, SQL, Leadership"
req18683,at least 2,None,"Python, Leadership"
req18684,at least 2,Bachelor's,"Communication, Scala, Python"
req18685,3-5 yrs,None,"Spark, Leadership, R"
req18686,2+,None,"PowerBI, Leadership, Spark, Hadoop"
req18687,2+,None,"Spark, Leadership"
req18688,at least 2,MSc,"Communication, Spark, PowerBI"
req18689,2+,PhD,"Communication, SQL, R, Python"
req18690,1 year,Bachelor's,"PowerBI, Excel, Python, Spark"
req18691,3-5 yrs,BS,"PowerBI, Leadership, Spark"
req18692,2+,B.Sc.,"Spark, PowerBI"
req18693,3-5 yrs,B.Sc.,"Leadership, Hadoop, Tableau"
req18694,2+,None,"Leadership, Communication"
req18695,None,B.Sc.,"SQL, Tableau, Communication, Hadoop, PowerBI"
req18696,2+,PhD,"Scala, Spark, Communication, Python"
req18697,2+,BS,"Spark, Communication, SQL, Python, Tableau"
req18698,3-5 yrs,MSc,"SQL, Tableau, Scala, Hadoop"
req18699,3-5 yrs,None,"Spark, SQL, Python, Tableau"
req18700,2+,B.Sc.,"Communication, Tableau, Scala, Hadoop, Excel"
req18701,None,BS,"R, Communication, Python, PowerBI, Leadership"
req18702,3-5 yrs,MSc,"Communication, R, Hadoop"
req18703,1 year,B.Sc.,"Scala, Hadoop, Leadership"
req18704,3-5 yrs,PhD,"Tableau, Scala, Hadoop, Communication, Python"
req18705,2+,PhD,"PowerBI, SQL, Excel"
req18706,None,None,"Hadoop, PowerBI"
req18707,3-5 yrs,BS,"SQL, Python, Excel"
req18708,1 year,None,"Scala, Python"
req18709,1 year,PhD,"PowerBI, SQL, Scala, Hadoop"
req18710,2+,PhD,"PowerBI, Excel, Hadoop, Spark, Scala"
req18711,3-5 yrs,None,"Leadership, Spark, Hadoop"
req18712,1 year,BS,"Tableau, Excel, Hadoop, SQL"
req18713,None,BS,"Communication, Spark, Excel, Hadoop, R"
req18714,at least 2,B.Sc.,"Hadoop, Leadership, Excel"
req18715,3-5 yrs,B.Sc.,"Spark, Communication, Excel, Leadership, Tableau"
req18716,2+,Bachelor's,"Tableau, Communication, Python"
req18717,at least 2,B.Sc.,"Leadership, R, Scala"
req18718,1 year,Bachelor's,"PowerBI, Tableau, Excel, Communication, Hadoop"
req18719,at least 2,None,"Scala, Python, Hadoop, Communication, PowerBI"
req18720,at least 2,None,"Leadership, R, Spark"
req18721,3-5 yrs,Bachelor's,"Communication, SQL, Scala"
req18722,3-5 yrs,B.Sc.,"Python, Tableau, Hadoop, Spark"
req18723,2+,PhD,"R, Leadership, Python, Spark, Tableau"
req18724,1 year,B.Sc.,"Communication, Leadership, Excel, Spark, R"
req18725,1 year,MSc,"Communication, Scala, SQL"
req18726,2+,PhD,"Scala, Python, Hadoop, Excel"
req18727,1 year,BS,"Communication, R, PowerBI, Tableau, Scala"
req18728,None,MSc,"SQL, Python"
req18729,at least 2,MSc,"Python, SQL, PowerBI"
req18730,2+,BS,"Tableau, Communication"
req18731,at least 2,BS,"Hadoop, SQL"
req18732,at least 2,Bachelor's,"PowerBI, Excel, Python"
req18733,3-5 yrs,MSc,"PowerBI, Scala, SQL"
req18734,1 year,Bachelor's,"SQL, PowerBI, Python, R, Tableau"
req18735,1 year,BS,"Excel, Leadership"
req18736,None,PhD,"SQL, Tableau, Spark, PowerBI"
req18737,3-5 yrs,PhD,"Hadoop, R, Leadership, PowerBI"
req18738,2+,Bachelor's,"Hadoop, R"
req18739,2+,BS,"R, Communication, Excel, Scala, Hadoop"
req18740,None,None,"Communication, R, Python"
req18741,3-5 yrs,Bachelor's,"Spark, Hadoop, Scala"
req18742,2+,MSc,"Leadership, SQL"
req18743,2+,MSc,"R, Spark, Tableau, Scala"
req18744,1 year,Bachelor's,"SQL, Scala, Hadoop, Leadership, PowerBI"
req18745,3-5 yrs,B.Sc.,"Excel, Tableau, Communication, PowerBI"
req18746,2+,BS,"Communication, SQL, Hadoop, Tableau"
req18747,2+,PhD,"PowerBI, Hadoop"
req18748,1 year,Bachelor's,"Hadoop, Tableau, Excel, Spark"
req18749,1 year,PhD,"SQL, R, Hadoop, Excel, Communication"
req18750,at least 2,BS,"R, Tableau, Python, Spark"
req18751,2+,None,"PowerBI, Communication"
req18752,2+,Bachelor's,"Excel, Python, Scala, Tableau"
req18753,1 year,B.Sc.,"Scala, Leadership, PowerBI, Tableau"
req18754,3-5 yrs,None,"Spark, Communication, Tableau, PowerBI, Excel"
req18755,1 year,PhD,"Leadership, SQL, Hadoop"
req18756,3-5 yrs,MSc,"Scala, Tableau, Communication"
req18757,at least 2,B.Sc.,"Excel, Python"
req18758,None,Bachelor's,"Hadoop, SQL, Leadership"
req18759,2+,PhD,"Python, Hadoop"
req18760,at least 2,Bachelor's,"Leadership, Communication, PowerBI, Python"
req18761,at least 2,None,"Tableau, PowerBI, Hadoop, Spark"
req18762,2+,BS,"Python, SQL, PowerBI"
req18763,3-5 yrs,None,"Communication, Tableau, SQL"
req18764,3-5 yrs,BS,"Spark, R, Scala, Leadership, Tableau"
req18765,at least 2,None,"Excel, R, Tableau, Scala"
req18766,2+,BS,"R, SQL, PowerBI, Tableau"
req18767,3-5 yrs,B.Sc.,"Scala, Communication, Excel"
req18768,at least 2,PhD,"Leadership, Hadoop"
req18769,3-5 yrs,MSc,"Tableau, Excel, Leadership, Python"
req18770,2+,MSc,"Hadoop, Tableau, PowerBI, R"
req18771,at least 2,B.Sc.,"Spark, Leadership"
req18772,at least 2,PhD,"Tableau, Leadership, Spark"
req18773,3-5 yrs,None,"Hadoop, Excel"
req18774,None,None,"Python, R, PowerBI, Tableau, Leadership"
req18775,None,None,"Excel, Communication"
req18776,None,BS,"Excel, PowerBI"
req18777,None,B.Sc.,"R, Excel"
req18778,2+,PhD,"Tableau, SQL, R"
req18779,3-5 yrs,BS,"Python, Tableau, PowerBI, SQL, Excel"
req18780,1 year,MSc,"Hadoop, PowerBI, Leadership"
req18781,None,MSc,"Scala, R, SQL"
req18782,None,MSc,"Python, Hadoop"
req18783,1 year,PhD,"Excel, SQL, Tableau"
req18784,at least 2,None,"PowerBI, Tableau, Leadership"
req18785,at least 2,Bachelor's,"Spark, Excel, SQL"
req18786,2+,Bachelor's,"Spark, Python, Scala, SQL, Excel"
req18787,at least 2,B.Sc.,"Tableau, Python"
req18788,at least 2,None,"Tableau, Scala, PowerBI, Leadership, Python"
req18789,at least 2,MSc,"Hadoop, Python, Tableau, Scala"
req18790,1 year,B.Sc.,"Tableau, Excel"
req18791,at least 2,MSc,"Tableau, Python, SQL, PowerBI, Excel"
req18792,2+,PhD,"Scala, Hadoop, Excel, Spark"
req18793,3-5 yrs,PhD,"Tableau, Python"
req18794,None,B.Sc.,"Hadoop, Leadership, Communication"
req18795,2+,Bachelor's,"R, Hadoop, Excel, Python, SQL"
req18796,at least 2,PhD,"Python, Communication, R, Hadoop, Scala"
req18797,at least 2,Bachelor's,"Leadership, Tableau, SQL, Scala"
req18798,2+,None,"Tableau, Excel, Spark, Hadoop"
req18799,3-5 yrs,Bachelor's,"Hadoop, Excel"
req18800,3-5 yrs,B.Sc.,"R, PowerBI, SQL, Communication"
req18801,at least 2,MSc,"Leadership, SQL"
req18802,3-5 yrs,None,"R, Communication, Scala, Python"
req18803,3-5 yrs,MSc,"SQL, R, Communication, Scala, PowerBI"
req18804,1 year,BS,"Spark, Hadoop, Tableau"
req18805,3-5 yrs,None,"Spark, Communication, Excel, Python"
req18806,2+,MSc,"R, Scala, Hadoop, Communication"
req18807,None,MSc,"Leadership, Scala, PowerBI, Communication"
req18808,at least 2,None,"Tableau, PowerBI"
req18809,at least 2,MSc,"R, Leadership, PowerBI, Tableau, Excel"
req18810,1 year,B.Sc.,"Spark, Scala, Excel, PowerBI, SQL"
req18811,None,B.Sc.,"R, Scala"
req18812,at least 2,PhD,"Scala, Communication"
req18813,1 year,B.Sc.,"PowerBI, Excel, Spark"
req18814,3-5 yrs,MSc,"R, PowerBI"
req18815,None,Bachelor's,"SQL, Python, Tableau, PowerBI"
req18816,None,MSc,"Spark, R"
req18817,None,None,"Leadership, Spark, PowerBI, Scala, Hadoop"
req18818,3-5 yrs,None,"SQL, Scala, PowerBI"
req18819,1 year,BS,"Excel, PowerBI"
req18820,1 year,None,"R, Spark"
req18821,None,PhD,"Excel, R, PowerBI, Spark"
req18822,3-5 yrs,PhD,"Hadoop, Excel"
req18823,1 year,PhD,"Leadership, Spark"
req18824,3-5 yrs,Bachelor's,"Spark, Leadership, PowerBI, Tableau"
req18825,None,B.Sc.,"Scala, Communication, PowerBI, R"
req18826,at least 2,BS,"Scala, Python, Communication"
req18827,None,None,"Hadoop, Tableau"
req18828,at least 2,PhD,"Scala, Spark, Communication, Tableau"
req18829,2+,BS,"SQL, Scala"
req18830,at least 2,None,"Leadership, Excel, Communication, Hadoop"
req18831,None,Bachelor's,"Communication, Python, R"
req18832,None,MSc,"Python, Spark, R"
req18833,3-5 yrs,BS,"Hadoop, Excel, Python, Communication, Scala"
req18834,3-5 yrs,None,"Hadoop, Tableau"
req18835,at least 2,B.Sc.,"Tableau, Hadoop"
req18836,1 year,PhD,"Communication, Python, Leadership, Hadoop, PowerBI"
req18837,None,None,"Spark, Leadership, Scala, Communication"
req18838,None,Bachelor's,"Python, R, Spark"
req18839,1 year,B.Sc.,"Excel, R, Communication"
req18840,2+,B.Sc.,"Python, Leadership, Scala, SQL"
req18841,3-5 yrs,Bachelor's,"Tableau, Spark, Python, Leadership, SQL"
req18842,None,MSc,"PowerBI, Spark, Leadership, SQL, R"
req18843,2+,Bachelor's,"Tableau, Leadership, Spark, SQL, Excel"
req18844,1 year,PhD,"Spark, Hadoop, Python"
req18845,at least 2,MSc,"R, Excel, PowerBI, Scala, Hadoop"
req18846,at least 2,Bachelor's,"SQL, Excel, Communication"
req18847,3-5 yrs,Bachelor's,"Communication, Python"
req18848,3-5 yrs,MSc,"Python, SQL, Communication"
req18849,1 year,None,"SQL, Leadership, Excel, Scala"
req18850,2+,BS,"Leadership, Excel"
req18851,1 year,MSc,"Communication, Hadoop, Python, Tableau, Leadership"
req18852,1 year,BS,"Excel, PowerBI"
req18853,None,Bachelor's,"R, SQL, Leadership, Excel"
req18854,2+,B.Sc.,"Spark, Scala, R"
req18855,None,BS,"Communication, R, SQL, Tableau"
req18856,None,B.Sc.,"PowerBI, Hadoop, SQL, R"
req18857,None,BS,"R, Hadoop, SQL"
req18858,2+,None,"Scala, R, Excel, Leadership"
req18859,None,B.Sc.,"Tableau, Leadership, SQL"
req18860,3-5 yrs,BS,"Tableau, SQL, PowerBI, Spark"
req18861,at least 2,MSc,"Spark, Leadership, Excel, Scala, SQL"
req18862,2+,BS,"SQL, Excel, Spark, Communication"
req18863,at least 2,MSc,"Hadoop, Scala, Leadership, Spark, R"
req18864,None,None,"Tableau, PowerBI, Leadership, Python, R"
req18865,at least 2,Bachelor's,"Python, Hadoop, PowerBI, Spark"
req18866,2+,MSc,"Communication, Spark, R"
req18867,at least 2,B.Sc.,"Scala, Communication, SQL"
req18868,at least 2,B.Sc.,"R, Scala, Excel, PowerBI, Leadership"
req18869,None,PhD,"PowerBI, Leadership, Scala, Spark"
req18870,None,None,"PowerBI, Spark, R"
req18871,None,PhD,"Leadership, Communication"
req18872,None,MSc,"Python, Scala, SQL, Leadership"
req18873,1 year,Bachelor's,"Scala, PowerBI, Spark, Python, Hadoop"
req18874,1 year,BS,"Excel, Spark, Leadership, Python"
req18875,None,None,"Python, R"
req18876,at least 2,None,"Python, Hadoop, R"
req18877,2+,MSc,"Hadoop, Communication, Python, Tableau, Spark"
req18878,2+,PhD,"Scala, Spark"
req18879,2+,Bachelor's,"Hadoop, Leadership"
req18880,1 year,PhD,"Communication, Tableau, SQL, Leadership"
req18881,3-5 yrs,Bachelor's,"Scala, SQL, Leadership"
req18882,2+,MSc,"Python, Spark, Excel, Tableau"
req18883,1 year,B.Sc.,"PowerBI, Tableau, Leadership, R"
req18884,1 year,None,"Leadership, Python, SQL, Communication"
req18885,2+,None,"SQL, Leadership"
req18886,3-5 yrs,None,"Scala, Tableau"
req18887,2+,B.Sc.,"Tableau, Spark, Excel, Communication"
req18888,3-5 yrs,None,"PowerBI, Python, SQL"
req18889,1 year,Bachelor's,"Spark, Python, Tableau, Excel"
req18890,3-5 yrs,BS,"Hadoop, Spark, Excel, Communication, PowerBI"
req18891,3-5 yrs,PhD,"Python, Scala, Hadoop, Tableau, SQL"
req18892,3-5 yrs,PhD,"SQL, R"
req18893,3-5 yrs,BS,"SQL, Spark, R"
req18894,1 year,PhD,"Tableau, PowerBI"
req18895,at least 2,B.Sc.,"R, Leadership"
req18896,2+,PhD,"Scala, Hadoop, SQL, Tableau"
req18897,1 year,MSc,"R, Tableau, Hadoop, Excel, Communication"
req18898,1 year,B.Sc.,"PowerBI, Python"
req18899,1 year,BS,"Leadership, R, Python, PowerBI"
req18900,2+,MSc,"Hadoop, R, Leadership, Communication, Python"
req18901,3-5 yrs,None,"Tableau, Leadership, Spark, Hadoop, Python"
req18902,None,BS,"Leadership, SQL"
req18903,at least 2,BS,"Leadership, PowerBI"
req18904,at least 2,BS,"PowerBI, Communication, Scala, Leadership"
req18905,at least 2,Bachelor's,"Python, Tableau, SQL, Scala, Leadership"
req18906,None,B.Sc.,"R, Python, Tableau, Communication, Spark"
req18907,3-5 yrs,B.Sc.,"Scala, Excel"
req18908,at least 2,PhD,"Python, PowerBI"
req18909,1 year,B.Sc.,"Scala, PowerBI"
req18910,1 year,BS,"PowerBI, Python, Scala"
req18911,2+,PhD,"Communication, PowerBI, Excel, R, Hadoop"
req18912,None,MSc,"R, Python, Hadoop, SQL, Excel"
req18913,2+,B.Sc.,"Hadoop, Tableau, PowerBI, Leadership"
req18914,3-5 yrs,B.Sc.,"Spark, Leadership"
req18915,2+,None,"Python, Excel"
req18916,1 year,PhD,"Leadership, Excel, Tableau"
req18917,1 year,BS,"Spark, Python, SQL, Scala"
req18918,None,PhD,"PowerBI, Python, Communication"
req18919,2+,Bachelor's,"R, PowerBI"
req18920,at least 2,PhD,"PowerBI, Python, Spark, Excel, Tableau"
req18921,2+,B.Sc.,"Spark, Excel"
req18922,2+,BS,"Excel, SQL"
req18923,None,Bachelor's,"Hadoop, Leadership, R, SQL"
req18924,3-5 yrs,MSc,"Python, Spark, Communication"
req18925,None,BS,"Spark, PowerBI, R, Communication"
req18926,at least 2,BS,"Leadership, Hadoop, Communication, Python, PowerBI"
req18927,3-5 yrs,PhD,"Communication, Hadoop, Spark, R, Scala"
req18928,at least 2,PhD,"Leadership, Communication, Tableau, Spark"
req18929,at least 2,B.Sc.,"Hadoop, Scala"
req18930,None,PhD,"R, Leadership"
req18931,None,None,"R, Leadership, Excel"
req18932,at least 2,Bachelor's,"Excel, R, Python"
req18933,at least 2,None,"Python, Hadoop, R"
req18934,at least 2,B.Sc.,"PowerBI, Python, Excel, Hadoop, Tableau"
req18935,1 year,None,"Scala, Leadership"
req18936,2+,MSc,"PowerBI, Spark, R, Python, Hadoop"
req18937,at least 2,Bachelor's,"Communication, R"
req18938,at least 2,B.Sc.,"Excel, Scala"
req18939,3-5 yrs,BS,"Python, R, Spark, Communication, Excel"
req18940,1 year,BS,"Leadership, Tableau, PowerBI, Python"
req18941,3-5 yrs,Bachelor's,"Python, Spark, Excel, R, SQL"
req18942,None,MSc,"SQL, Spark, Excel, Leadership, Communication"
req18943,2+,PhD,"SQL, Leadership, Communication, Scala, Tableau"
req18944,3-5 yrs,MSc,"Leadership, Communication, Spark, SQL"
req18945,1 year,BS,"Hadoop, Communication, R"
req18946,1 year,B.Sc.,"Scala, Excel"
req18947,1 year,PhD,"Scala, Excel, Leadership"
req18948,None,MSc,"Spark, R, Leadership, SQL"
req18949,at least 2,PhD,"Hadoop, Communication, PowerBI"
req18950,None,None,"Hadoop, PowerBI, Scala, Communication"
req18951,1 year,Bachelor's,"Tableau, Scala, Communication, R"
req18952,1 year,PhD,"Tableau, SQL, R, Leadership"
req18953,3-5 yrs,BS,"Spark, SQL, Communication"
req18954,1 year,BS,"Spark, R, Leadership, Excel, Hadoop"
req18955,None,PhD,"Scala, Python, PowerBI"
req18956,1 year,MSc,"Excel, Hadoop, Leadership, R"
req18957,2+,MSc,"Hadoop, Excel"
req18958,at least 2,None,"Excel, Python, R"
req18959,at least 2,B.Sc.,"Hadoop, SQL, PowerBI, Python, Excel"
req18960,2+,PhD,"PowerBI, R, Scala"
req18961,1 year,None,"Scala, Leadership, PowerBI"
req18962,at least 2,BS,"Python, Spark, Hadoop, SQL"
req18963,at least 2,BS,"SQL, R, PowerBI, Leadership, Tableau"
req18964,at least 2,Bachelor's,"Hadoop, Tableau, R, Leadership, Spark"
req18965,1 year,None,"PowerBI, R"
req18966,1 year,BS,"Hadoop, Spark"
req18967,2+,BS,"Tableau, Leadership, Python"
req18968,1 year,BS,"Leadership, Communication"
req18969,1 year,B.Sc.,"Scala, Hadoop, Communication, Spark, SQL"
req18970,1 year,B.Sc.,"SQL, Communication, Hadoop, R"
req18971,at least 2,Bachelor's,"PowerBI, Communication, Scala, Leadership"
req18972,3-5 yrs,BS,"SQL, Leadership, Spark, Excel, PowerBI"
req18973,3-5 yrs,Bachelor's,"R, Hadoop, Excel, Communication, Scala"
req18974,1 year,B.Sc.,"Spark, Tableau, Leadership, Python"
req18975,None,None,"Scala, R, Hadoop"
req18976,None,Bachelor's,"Spark, Scala, PowerBI, R"
req18977,None,BS,"Scala, PowerBI, R"
req18978,2+,None,"Scala, Hadoop, Python"
req18979,3-5 yrs,PhD,"Communication, Leadership, Python"
req18980,at least 2,MSc,"Hadoop, SQL, Communication"
req18981,at least 2,PhD,"Scala, Python, Tableau, R"
req18982,2+,PhD,"PowerBI, R, SQL, Hadoop"
req18983,1 year,Bachelor's,"SQL, Communication, Python, PowerBI, Scala"
req18984,1 year,B.Sc.,"PowerBI, Scala, Leadership"
req18985,1 year,None,"PowerBI, Hadoop"
req18986,1 year,BS,"Hadoop, Excel, Tableau, R, Communication"
req18987,1 year,MSc,"Communication, Hadoop, Python, Tableau, Excel"
req18988,at least 2,None,"Excel, Tableau, PowerBI, SQL, Hadoop"
req18989,1 year,B.Sc.,"Hadoop, Leadership, Scala, SQL, R"
req18990,1 year,None,"Python, Hadoop, PowerBI, R, Communication"
req18991,2+,B.Sc.,"Communication, Spark, Excel, Scala, Leadership"
req18992,1 year,B.Sc.,"Excel, Scala"
req18993,None,BS,"Tableau, R, Scala, Python, Communication"
req18994,3-5 yrs,MSc,"Communication, Tableau, Scala, Python"
req18995,None,None,"Communication, Spark, Tableau, Excel"
req18996,at least 2,Bachelor's,"Spark, SQL, R"
req18997,2+,None,"Hadoop, Excel"
req18998,at least 2,BS,"Leadership, Python, Excel"
req18999,1 year,None,"PowerBI, Communication"
req19000,at least 2,PhD,"Tableau, PowerBI"
req19001,1 year,PhD,"Spark, Hadoop, Scala, Leadership, Communication"
req19002,2+,MSc,"Spark, Hadoop"
req19003,3-5 yrs,B.Sc.,"PowerBI, Scala, Spark, Leadership"
req19004,3-5 yrs,B.Sc.,"SQL, PowerBI, Spark, Hadoop"
req19005,3-5 yrs,B.Sc.,"Leadership, PowerBI, Python, Hadoop, Excel"
req19006,3-5 yrs,MSc,"SQL, Hadoop"
req19007,1 year,B.Sc.,"PowerBI, Hadoop, Python, Spark"
req19008,None,B.Sc.,"Spark, R, Tableau, Scala, Leadership"
req19009,3-5 yrs,MSc,"Scala, Tableau, Spark"
req19010,1 year,None,"Python, Hadoop, SQL"
req19011,2+,B.Sc.,"Spark, Python, R"
req19012,2+,PhD,"Scala, Communication"
req19013,2+,BS,"Spark, SQL"
req19014,2+,Bachelor's,"PowerBI, Leadership"
req19015,at least 2,BS,"SQL, Excel, Hadoop, Scala, Leadership"
req19016,at least 2,None,"PowerBI, Leadership, Python, Spark, R"
req19017,3-5 yrs,MSc,"Excel, Leadership, Scala"
req19018,1 year,MSc,"SQL, Communication, R, Excel"
req19019,None,MSc,"Python, PowerBI"
req19020,None,MSc,"Scala, Leadership, Tableau, Hadoop, Spark"
req19021,1 year,PhD,"Excel, Communication, R"
req19022,1 year,None,"Scala, PowerBI, Spark, Tableau, Hadoop"
req19023,at least 2,MSc,"Communication, Tableau, Python, Leadership"
req19024,1 year,B.Sc.,"SQL, Scala, Hadoop, Spark, PowerBI"
req19025,3-5 yrs,None,"Scala, Hadoop, SQL, Communication, Spark"
req19026,at least 2,Bachelor's,"Scala, SQL, Hadoop, Communication, PowerBI"
req19027,None,MSc,"R, Communication, Scala, PowerBI"
req19028,3-5 yrs,MSc,"Excel, Tableau, Spark, Python, Leadership"
req19029,None,MSc,"R, Communication, Excel, Python"
req19030,1 year,PhD,"Excel, SQL, Leadership"
req19031,3-5 yrs,Bachelor's,"Spark, Tableau, Scala, Excel, R"
req19032,3-5 yrs,Bachelor's,"Tableau, Python, Hadoop"
req19033,at least 2,None,"Leadership, PowerBI, Scala, Excel"
req19034,None,BS,"PowerBI, SQL"
req19035,None,BS,"Communication, Scala, Python"
req19036,3-5 yrs,None,"Spark, Excel, Leadership"
req19037,at least 2,BS,"SQL, PowerBI"
req19038,1 year,MSc,"R, SQL, Tableau, Excel, Hadoop"
req19039,3-5 yrs,MSc,"Spark, Leadership"
req19040,2+,PhD,"PowerBI, Hadoop, Communication, Excel"
req19041,3-5 yrs,PhD,"PowerBI, R, Spark, Excel"
req19042,1 year,MSc,"Hadoop, Leadership"
req19043,2+,BS,"Excel, Scala, Hadoop, Tableau"
req19044,1 year,B.Sc.,"SQL, Leadership, R"
req19045,1 year,PhD,"Spark, Leadership, Communication"
req19046,3-5 yrs,B.Sc.,"Excel, SQL, Scala, Spark"
req19047,3-5 yrs,MSc,"PowerBI, Communication"
req19048,1 year,None,"Leadership, Scala"
req19049,3-5 yrs,PhD,"Spark, Hadoop, Leadership, PowerBI"
req19050,None,Bachelor's,"SQL, PowerBI, Leadership"
req19051,2+,None,"Python, R, SQL, Tableau"
